rfq_id,match_id,similarity_score
55b345d4-ac60-4ad8-917c-a9ce1d1960b4,98fbbe86-bcc0-41f5-a3d7-3680cb01095b,0.9689655172413792
98fbbe86-bcc0-41f5-a3d7-3680cb01095b,55b345d4-ac60-4ad8-917c-a9ce1d1960b4,0.9689655172413792
e8fda820-0cfc-4bd3-b262-8a385d761148,a2a82c6c-7a7e-4eec-ad69-f487424dc71e,0.8500000000000001
eeadf33e-dd7d-4384-acc3-435f26826c13,6d31af44-ddbe-4dcf-8c21-943a8b296358,0.8500000000000001
3db57ead-a33d-44b3-81bf-6e319dda5aa7,a90d5a2e-cb06-485d-96ff-54904c820784,0.8500000000000001
fc8cf4d1-ac28-4a43-8661-5a9c39e86369,9bc1c99a-5363-4d71-9e5d-70e7e69f988c,0.8500000000000001
74bc5cb0-3fd6-42da-9b3b-5eb7cc9942d2,b5bd9f94-3479-4178-9b35-11b647fb8187,0.8500000000000001
b895d027-5c42-4455-be0f-a83d981fbb4c,a29b9c1d-663c-46ef-8950-d567c4f9771b,0.8500000000000001
3db57ead-a33d-44b3-81bf-6e319dda5aa7,cd509c71-7130-473a-90f9-3038a4b71925,0.8500000000000001
b821eb9a-5f16-4339-86e9-787ceab5cb2b,eeadf33e-dd7d-4384-acc3-435f26826c13,0.8500000000000001
b821eb9a-5f16-4339-86e9-787ceab5cb2b,6d31af44-ddbe-4dcf-8c21-943a8b296358,0.8500000000000001
90b02a62-3da9-4648-948c-52627d086a50,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.8500000000000001
a90d5a2e-cb06-485d-96ff-54904c820784,cd509c71-7130-473a-90f9-3038a4b71925,0.8500000000000001
6d31af44-ddbe-4dcf-8c21-943a8b296358,eeadf33e-dd7d-4384-acc3-435f26826c13,0.8500000000000001
a90d5a2e-cb06-485d-96ff-54904c820784,3db57ead-a33d-44b3-81bf-6e319dda5aa7,0.8500000000000001
9bc1c99a-5363-4d71-9e5d-70e7e69f988c,fc8cf4d1-ac28-4a43-8661-5a9c39e86369,0.8500000000000001
a2a82c6c-7a7e-4eec-ad69-f487424dc71e,e8fda820-0cfc-4bd3-b262-8a385d761148,0.8500000000000001
a29b9c1d-663c-46ef-8950-d567c4f9771b,b895d027-5c42-4455-be0f-a83d981fbb4c,0.8500000000000001
6d31af44-ddbe-4dcf-8c21-943a8b296358,b821eb9a-5f16-4339-86e9-787ceab5cb2b,0.8500000000000001
63601dc2-7f22-4bdb-94e7-356981a1187c,d9bdd024-3ff6-442d-8147-15265942757b,0.8500000000000001
ca1ccf90-ef97-446d-b9ba-214844ffc371,a462a4cb-bbaa-4417-b876-4b8606c6f8db,0.8500000000000001
a462a4cb-bbaa-4417-b876-4b8606c6f8db,90b02a62-3da9-4648-948c-52627d086a50,0.8500000000000001
63601dc2-7f22-4bdb-94e7-356981a1187c,a6e9a377-5687-4edf-83a5-291af9a1d8a5,0.8500000000000001
